Y,X1,X2,X3,X4,trend,error
43.73588437274509,54.96714153011233,53.551770788061916,25.855024945389637,0,0,0.3577873603482833
39.217238169377076,48.61735698828815,48.19671166552279,27.199094799015153,0,1,0.847014414646861
45.268129397106286,56.47688538100692,56.134170864480154,33.73646802561631,0,2,1.760662774892766
53.16486751780573,65.23029856408026,64.42802129485864,33.05185132716733,0,3,2.4623322719491156
39.809924622200306,47.658466252766644,47.49718054110063,29.89549203017926,1,4,0.5921964496022016
36.55070736785043,47.6586304305082,48.06268128732273,30.58663691654391,0,5,-0.46406788023336143
53.10880865056242,65.79212815507391,67.67831405628444,36.388324478942124,1,6,0.14378096302197063
48.632317039703864,57.67434729152909,57.84892510436093,27.04214305582085,1,7,0.6288107213297853
36.199707417285,45.30525614065048,45.56280653137324,32.73548690585019,0,8,1.0180962633698762
50.28779155335016,55.42560043585965,55.35115452009348,28.98903673783053,0,9,4.667208501350622
41.391694263798314,45.365823071875376,43.44705185657634,28.9115939838639,0,10,4.304657311773664
41.26533276569526,45.34270246429743,45.31618858884821,35.49388425993595,0,11,4.57929148959953
49.516246814799075,52.41962271566034,52.479852925601364,34.12708174494015,1,12,4.617434955172827
30.78903074596526,30.86719755342202,33.330439665907306,34.06754818000319,0,13,4.34533921544406
29.211173860422402,32.75082167486967,32.558460710088546,36.52739403577164,0,14,3.1610021277149025
40.32475924180362,44.37712470759027,44.67867204992388,30.105019208163796,0,15,3.2877709226651897
33.54828927758831,39.87168879665576,39.836977026950514,33.40976485647482,0,16,1.85739152359458
43.78446703852075,53.142473325952736,51.97379528833321,28.44866621703272,0,17,1.2490946121356552
32.73092095726727,40.91975924478789,42.06258205930291,31.62083176244221,0,18,0.5139121418794208
31.018650866626615,35.87696298664709,36.62889601933386,29.349284728161578,1,19,0.4930038528898592
58.28362706846342,64.65648768921554,65.44751963625859,30.48497982496359,1,20,2.7090616489853963
36.94078379375535,47.74223699513465,46.83284954033991,32.975785127184565,0,21,0.29998412659656903
42.7244043464864,50.67528204687924,52.07807635781534,25.908896583832636,0,22,0.9262474916517687
23.214878478352496,35.75251813786544,34.350667075073154,40.4619363784273,0,23,-0.8717178778682366
35.254539143653474,44.556172754748175,45.143029848548444,24.96991309250149,1,24,-1.1693061680840229
42.104093758834985,51.10922589709866,53.29968152290864,23.92905693606134,0,25,0.15350566250014774
30.76707407250214,38.490064225776976,37.499527900646285,35.79055436750034,1,26,0.18708454909558098
38.863050858087426,53.75698018345672,53.190682453853945,33.95831346981468,0,27,-0.9280771386528414
30.10202906468632,43.99361310081195,44.09326446589959,33.12059908526078,0,28,-1.4577654201822412
34.694856057487414,47.083062502067236,46.579586847951035,33.1417275463214,0,29,-0.48661458721111717
30.93424909197682,43.98293387770603,42.4322704466399,29.938766135765427,0,30,-1.1196583014860304
55.00391520840168,68.52278184508938,68.59134481989541,25.51372814257084,1,31,-0.6792680516068496
39.203135766192645,49.86502775262066,48.80272403889456,30.37902279096863,1,32,-0.49784260138166586
28.575384772970914,39.422890710440996,39.896483141076175,26.61419144243944,0,33,-1.0498744287111497
47.85033256829991,58.225449121031886,57.306024886798085,34.87559866708875,0,34,1.3040445463564059
36.457463816597844,37.791563500289776,39.341497905307314,29.264713092489306,1,35,1.677154659403136
41.3478571635514,52.08863595004755,51.30538265771132,25.872514016037442,1,36,-0.6834188591350983
24.52060619401793,30.403298761202244,30.08123724499657,28.393070791735035,1,37,-0.360280772538651
27.450603179629834,36.71813951101569,37.531656728385364,32.064657271378124,1,38,-0.9500110827993088
41.042007327069264,51.96861235869123,50.73774804225727,27.181377235980126,0,39,0.09242446855677688
45.64244752514912,57.38466579995411,57.612125734558234,25.888898022167844,1,40,-0.7185811635872792
38.416117678685566,51.7136828118997,53.02082556618213,31.218436057459563,0,41,-0.6896013723367224
39.20285136086133,48.843517176117594,47.236033941556364,31.224832855543614,1,42,-0.04669381888892077
41.762964206252306,46.98896304410711,47.17359690263941,27.46528412314435,1,43,0.8284001390589849
28.00058307436595,35.214780096325725,35.47466289057415,27.644808471908387,1,44,-0.5375762958085882
32.75891587143248,42.801557916052914,43.58338078783022,31.16024968678818,1,45,-0.7645622724878189
34.806125034356604,45.393612290402125,44.15666157952404,22.75957829251338,1,46,-1.0865951291512115
43.367576724955406,60.57122226218915,59.25076564910488,22.962681128117225,0,47,-1.5226053358946812
